country,region,year,coalConsumption
Slovak Republic,Europe,2005,4230000
South Africa,Africa,2005,80000000
South Korea,Asia,2005,54800000
Spain,Europe,2005,20500000
Sweden,Europe,2005,2630000
Switzerland,Europe,2005,144000
Thailand,Asia,2005,11600000
Trinidad and Tobago,Americas,2005,0
Turkey,Europe,2005,22200000
Turkmenistan,Asia,2005,0
Ukraine,Europe,2005,37500000
United Arab Emirates,Asia,2005,145000
United Kingdom,Europe,2005,37400000
United States,Americas,2005,574000000
Uzbekistan,Asia,2005,917000
Venezuela,Americas,2005,37200
Vietnam,Asia,2005,9020000
Algeria,Africa,2006,882000
Argentina,Americas,2006,1060000
Australia,Asia,2006,53100000
Austria,Europe,2006,4070000
Azerbaijan,Europe,2006,3220
Bangladesh,Asia,2006,471000
Belarus,Europe,2006,614000
Belgium,Europe,2006,4950000
Brazil,Americas,2006,12800000
Bulgaria,Europe,2006,6970000
Canada,Americas,2006,29200000
Chile,Americas,2006,3440000
China,Asia,2006,1450000000
Colombia,Americas,2006,3720000
Czech Republic,Europe,2006,21000000
Denmark,Europe,2006,5630000
Ecuador,Americas,2006,0
Egypt,Africa,2006,851000
Finland,Europe,2006,7410000
France,Europe,2006,12400000
Germany,Europe,2006,84600000
Greece,Europe,2006,8420000
Hungary,Europe,2006,3080000
India,Asia,2006,219000000
Indonesia,Asia,2006,28900000
Iran,Asia,2006,1500000
Ireland,Europe,2006,2380000
Israel,Asia,2006,7850000
Italy,Europe,2006,16700000
Japan,Asia,2006,112000000
Kazakhstan,Asia,2006,28300000
Kuwait,Asia,2006,0
Lithuania,Europe,2006,251000
Malaysia,Asia,2006,7300000
Mexico,Americas,2006,12300000
Netherlands,Europe,2006,7710000
New Zealand,Asia,2006,2250000
Norway,Europe,2006,620000
Pakistan,Asia,2006,3970000
Peru,Americas,2006,784000
Philippines,Asia,2006,5020000
Poland,Europe,2006,57400000
Portugal,Europe,2006,3300000
Qatar,Asia,2006,0
Romania,Europe,2006,9510000
Russia,Europe,2006,97000000
Saudi Arabia,Asia,2006,19800
Singapore,Asia,2006,5000
Slovak Republic,Europe,2006,4460000
South Africa,Africa,2006,81500000
South Korea,Asia,2006,54800000
Spain,Europe,2006,17900000
Sweden,Europe,2006,2690000
Switzerland,Europe,2006,156000
Thailand,Asia,2006,12400000
Trinidad and Tobago,Americas,2006,0
Turkey,Europe,2006,26200000
Turkmenistan,Asia,2006,0
Ukraine,Europe,2006,39800000
United Arab Emirates,Asia,2006,282000
United Kingdom,Europe,2006,40900000
United States,Americas,2006,566000000
Uzbekistan,Asia,2006,813000
Venezuela,Americas,2006,247000
Vietnam,Asia,2006,5300000
Algeria,Africa,2007,757000
Argentina,Americas,2007,1220000
Australia,Asia,2007,52700000
Austria,Europe,2007,3900000
Azerbaijan,Europe,2007,1240
Bangladesh,Asia,2007,618000
Belarus,Europe,2007,695000
Belgium,Europe,2007,4420000
Brazil,Americas,2007,13600000
Bulgaria,Europe,2007,7860000
Canada,Americas,2007,30300000
Chile,Americas,2007,4090000
China,Asia,2007,1580000000
Colombia,Americas,2007,3230000
Czech Republic,Europe,2007,21400000
Denmark,Europe,2007,4650000
Ecuador,Americas,2007,0
Egypt,Africa,2007,774000
Finland,Europe,2007,7000000
France,Europe,2007,12800000
Germany,Europe,2007,86700000
Greece,Europe,2007,8840000
Hungary,Europe,2007,3130000
India,Asia,2007,240000000
Indonesia,Asia,2007,36200000
Iran,Asia,2007,1570000
Ireland,Europe,2007,2350000
Israel,Asia,2007,8030000
Italy,Europe,2007,16300000
Japan,Asia,2007,118000000
Kazakhstan,Asia,2007,31100000
Kuwait,Asia,2007,0
Lithuania,Europe,2007,250000
Malaysia,Asia,2007,8850000
Mexico,Americas,2007,11300000
Netherlands,Europe,2007,8410000
New Zealand,Asia,2007,1710000
Norway,Europe,2007,681000
Pakistan,Asia,2007,5440000
Peru,Americas,2007,1040000
Philippines,Asia,2007,5400000
Poland,Europe,2007,55900000
Portugal,Europe,2007,2880000
Qatar,Asia,2007,0
Romania,Europe,2007,10100000
Russia,Europe,2007,93900000
Saudi Arabia,Asia,2007,55500
Singapore,Asia,2007,8100
Slovak Republic,Europe,2007,4000000
South Africa,Africa,2007,83700000
South Korea,Asia,2007,59700000
Spain,Europe,2007,20000000
Sweden,Europe,2007,2680000
Switzerland,Europe,2007,174000
Thailand,Asia,2007,14000000
Trinidad and Tobago,Americas,2007,0
Turkey,Europe,2007,29500000
Turkmenistan,Asia,2007,0
Ukraine,Europe,2007,39800000
United Arab Emirates,Asia,2007,136000
United Kingdom,Europe,2007,38400000
United States,Americas,2007,573000000
Uzbekistan,Asia,2007,979000
Venezuela,Americas,2007,139000
Vietnam,Asia,2007,5830000
Algeria,Africa,2008,757000
Argentina,Americas,2008,1390000
Australia,Asia,2008,54900000
Austria,Europe,2008,3750000
Azerbaijan,Europe,2008,6980
Bangladesh,Asia,2008,641000
Belarus,Europe,2008,648000
Belgium,Europe,2008,4550000
Brazil,Americas,2008,13800000
Bulgaria,Europe,2008,7550000
Canada,Americas,2008,29400000
Chile,Americas,2008,4370000
China,Asia,2008,1610000000
Colombia,Americas,2008,4910000
Czech Republic,Europe,2008,19700000
Denmark,Europe,2008,4100000
Ecuador,Americas,2008,0
Egypt,Africa,2008,696000
Finland,Europe,2008,5330000
France,Europe,2008,12100000
Germany,Europe,2008,80100000
Greece,Europe,2008,8320000
Hungary,Europe,2008,3050000
India,Asia,2008,259000000
Indonesia,Asia,2008,31500000
Iran,Asia,2008,1170000
Ireland,Europe,2008,2270000
Israel,Asia,2008,7900000
Italy,Europe,2008,15800000
Japan,Asia,2008,120000000
Kazakhstan,Asia,2008,33800000
Kuwait,Asia,2008,0
Lithuania,Europe,2008,212000
Malaysia,Asia,2008,9780000
Mexico,Americas,2008,10100000
Netherlands,Europe,2008,7950000
New Zealand,Asia,2008,2120000
Norway,Europe,2008,702000
Pakistan,Asia,2008,5990000
Peru,Americas,2008,923000
Philippines,Asia,2008,6350000
Poland,Europe,2008,55200000
Portugal,Europe,2008,2520000
Qatar,Asia,2008,0
Romania,Europe,2008,9600000
Russia,Europe,2008,101000000
Saudi Arabia,Asia,2008,64200
Singapore,Asia,2008,4900
Slovak Republic,Europe,2008,4010000
South Africa,Africa,2008,93300000
South Korea,Asia,2008,66100000
Spain,Europe,2008,13500000
Sweden,Europe,2008,2430000
Switzerland,Europe,2008,157000
Thailand,Asia,2008,15100000
Trinidad and Tobago,Americas,2008,0
Turkey,Europe,2008,29600000
Turkmenistan,Asia,2008,0
Ukraine,Europe,2008,41800000
United Arab Emirates,Asia,2008,343000
United Kingdom,Europe,2008,35600000
United States,Americas,2008,564000000
Uzbekistan,Asia,2008,980000
Venezuela,Americas,2008,141000
Vietnam,Asia,2008,11400000
Algeria,Africa,2009,486000
Argentina,Americas,2009,955000
Australia,Asia,2009,53100000
Austria,Europe,2009,2880000
Azerbaijan,Europe,2009,4120
Bangladesh,Asia,2009,774000
Belarus,Europe,2009,617000
Belgium,Europe,2009,3140000
Brazil,Americas,2009,11100000
Bulgaria,Europe,2009,6400000
Canada,Americas,2009,23500000
Chile,Americas,2009,3990000
China,Asia,2009,1690000000
Colombia,Americas,2009,4000000
Czech Republic,Europe,2009,17700000
Denmark,Europe,2009,4030000
Ecuador,Americas,2009,0
Egypt,Africa,2009,619000
Finland,Europe,2009,5370000
France,Europe,2009,10800000
Germany,Europe,2009,71700000
Greece,Europe,2009,8430000
Hungary,Europe,2009,2560000
India,Asia,2009,281000000
Indonesia,Asia,2009,33200000
Iran,Asia,2009,1360000
Ireland,Europe,2009,1960000
Israel,Asia,2009,7740000
Italy,Europe,2009,12400000
Japan,Asia,2009,102000000
Kazakhstan,Asia,2009,30900000
Kuwait,Asia,2009,0
Lithuania,Europe,2009,168000
Malaysia,Asia,2009,10600000
Mexico,Americas,2009,10300000
Netherlands,Europe,2009,7500000
New Zealand,Asia,2009,1610000
Norway,Europe,2009,559000
Pakistan,Asia,2009,4930000
Peru,Americas,2009,829000
Philippines,Asia,2009,6060000
Poland,Europe,2009,51800000
Portugal,Europe,2009,2860000
Qatar,Asia,2009,0
Romania,Europe,2009,7560000
Russia,Europe,2009,92200000
Saudi Arabia,Asia,2009,23500
Singapore,Asia,2009,4000
Slovak Republic,Europe,2009,3880000
South Africa,Africa,2009,93800000
South Korea,Asia,2009,68600000
Spain,Europe,2009,9430000
Sweden,Europe,2009,1930000
Switzerland,Europe,2009,148000
Thailand,Asia,2009,15100000
Trinidad and Tobago,Americas,2009,0
Turkey,Europe,2009,30900000
Turkmenistan,Asia,2009,0
Ukraine,Europe,2009,35900000
United Arab Emirates,Asia,2009,551000
United Kingdom,Europe,2009,29800000
United States,Americas,2009,496000000
Uzbekistan,Asia,2009,1020000
Venezuela,Americas,2009,237000
Vietnam,Asia,2009,10700000
Algeria,Africa,2010,310000
Argentina,Americas,2010,1270000
Australia,Asia,2010,49400000
Austria,Europe,2010,3380000
Azerbaijan,Europe,2010,526
Bangladesh,Asia,2010,809000
Belarus,Europe,2010,646000
Belgium,Europe,2010,3760000
Brazil,Americas,2010,14500000
Bulgaria,Europe,2010,6890000
Canada,Americas,2010,24800000
Chile,Americas,2010,4490000
China,Asia,2010,1750000000
Colombia,Americas,2010,4690000
Czech Republic,Europe,2010,18800000
Denmark,Europe,2010,3830000
Ecuador,Americas,2010,0
Egypt,Africa,2010,464000
Finland,Europe,2010,6790000
France,Europe,2010,11500000
Germany,Europe,2010,77100000
Greece,Europe,2010,7860000
Hungary,Europe,2010,2730000
India,Asia,2010,290000000
Indonesia,Asia,2010,39500000
Iran,Asia,2010,1290000
Ireland,Europe,2010,1980000
Israel,Asia,2010,7730000
Italy,Europe,2010,13700000
Japan,Asia,2010,116000000
Kazakhstan,Asia,2010,33400000
Kuwait,Asia,2010,0
Lithuania,Europe,2010,207000
Malaysia,Asia,2010,14800000
Mexico,Americas,2010,12700000
Netherlands,Europe,2010,7550000
New Zealand,Asia,2010,1400000
Norway,Europe,2010,762000
Pakistan,Asia,2010,4630000
Peru,Americas,2010,813000
Philippines,Asia,2010,7020000
Poland,Europe,2010,55100000
Portugal,Europe,2010,1650000
Qatar,Asia,2010,0
Romania,Europe,2010,7010000
Russia,Europe,2010,90500000
Saudi Arabia,Asia,2010,67600
Singapore,Asia,2010,7800
Slovak Republic,Europe,2010,3900000
South Africa,Africa,2010,92800000
South Korea,Asia,2010,75900000
Spain,Europe,2010,6900000
Sweden,Europe,2010,2490000
Switzerland,Europe,2010,148000
Thailand,Asia,2010,15500000
Trinidad and Tobago,Americas,2010,0
Turkey,Europe,2010,31400000
Turkmenistan,Asia,2010,0
Ukraine,Europe,2010,38300000
United Arab Emirates,Asia,2010,716000
United Kingdom,Europe,2010,30900000
United States,Americas,2010,525000000
Uzbekistan,Asia,2010,940000
Venezuela,Americas,2010,199000
Vietnam,Asia,2010,14000000
Algeria,Africa,2011,275000
Argentina,Americas,2011,1550000
Australia,Asia,2011,48100000
Austria,Europe,2011,3470000
Azerbaijan,Europe,2011,3470
Bangladesh,Asia,2011,729000
Belarus,Europe,2011,775000
Belgium,Europe,2011,3510000
Brazil,Americas,2011,15400000
Bulgaria,Europe,2011,8110000
Canada,Americas,2011,21800000
Chile,Americas,2011,5760000
China,Asia,2011,1900000000
Colombia,Americas,2011,3730000
Czech Republic,Europe,2011,18400000
Denmark,Europe,2011,3240000
Ecuador,Americas,2011,0
Egypt,Africa,2011,441000
Finland,Europe,2011,5510000
France,Europe,2011,9770000
Germany,Europe,2011,78300000
Greece,Europe,2011,7890000
Hungary,Europe,2011,2710000
India,Asia,2011,305000000
Indonesia,Asia,2011,46900000
Iran,Asia,2011,1430000
Ireland,Europe,2011,1950000
Israel,Asia,2011,7930000
Italy,Europe,2011,15400000
Japan,Asia,2011,110000000
Kazakhstan,Asia,2011,36300000
Kuwait,Asia,2011,0
Lithuania,Europe,2011,240000
Malaysia,Asia,2011,14800000
Mexico,Americas,2011,14700000
Netherlands,Europe,2011,7450000
New Zealand,Asia,2011,1430000
Norway,Europe,2011,846000
Pakistan,Asia,2011,3990000
Peru,Americas,2011,818000
Philippines,Asia,2011,7720000
Poland,Europe,2011,55000000
Portugal,Europe,2011,2220000
Qatar,Asia,2011,0
Romania,Europe,2011,8160000
Russia,Europe,2011,94000000
Saudi Arabia,Asia,2011,64200
Singapore,Asia,2011,6400
Slovak Republic,Europe,2011,3700000
South Africa,Africa,2011,90500000
South Korea,Asia,2011,83600000
Spain,Europe,2011,12800000
Sweden,Europe,2011,2490000
Switzerland,Europe,2011,139000
Thailand,Asia,2011,15800000
Trinidad and Tobago,Americas,2011,0
Turkey,Europe,2011,33900000
Turkmenistan,Asia,2011,0
Ukraine,Europe,2011,41500000
United Arab Emirates,Asia,2011,1340000
United Kingdom,Europe,2011,31400000
United States,Americas,2011,495000000
Uzbekistan,Asia,2011,1090000
Venezuela,Americas,2011,205000
Vietnam,Asia,2011,16500000
Algeria,Africa,2012,292000
Argentina,Americas,2012,1310000
Australia,Asia,2012,45100000
Austria,Europe,2012,3230000
Azerbaijan,Europe,2012,545
Bangladesh,Asia,2012,902000
Belarus,Europe,2012,791000
Belgium,Europe,2012,3220000
Brazil,Americas,2012,15300000
Bulgaria,Europe,2012,6930000
Canada,Americas,2012,21000000
Chile,Americas,2012,6720000
China,Asia,2012,1930000000
Colombia,Americas,2012,4610000
Czech Republic,Europe,2012,17400000
Denmark,Europe,2012,2470000
Ecuador,Americas,2012,0
Egypt,Africa,2012,391000
Finland,Europe,2012,4510000
France,Europe,2012,11100000
Germany,Europe,2012,80500000
Greece,Europe,2012,8140000
Hungary,Europe,2012,2600000
India,Asia,2012,330000000
Indonesia,Asia,2012,53000000
Iran,Asia,2012,1120000
Ireland,Europe,2012,2260000
Israel,Asia,2012,8810000
Italy,Europe,2012,15700000
Japan,Asia,2012,116000000
Kazakhstan,Asia,2012,36500000
Kuwait,Asia,2012,0
Lithuania,Europe,2012,234000
Malaysia,Asia,2012,15900000
Mexico,Americas,2012,12800000
Netherlands,Europe,2012,8190000
New Zealand,Asia,2012,1740000
Norway,Europe,2012,819000
Pakistan,Asia,2012,4050000
Peru,Americas,2012,873000
Philippines,Asia,2012,8090000
Poland,Europe,2012,51200000
Portugal,Europe,2012,2910000
Qatar,Asia,2012,0
Romania,Europe,2012,7600000
Russia,Europe,2012,98400000
Saudi Arabia,Asia,2012,73800
Singapore,Asia,2012,24900
Slovak Republic,Europe,2012,3480000
South Africa,Africa,2012,88300000
South Korea,Asia,2012,81000000
Spain,Europe,2012,15500000
Sweden,Europe,2012,2190000
Switzerland,Europe,2012,126000
Thailand,Asia,2012,16500000
Trinidad and Tobago,Americas,2012,0
Turkey,Europe,2012,36500000
Turkmenistan,Asia,2012,0
Ukraine,Europe,2012,42500000
United Arab Emirates,Asia,2012,1730000
United Kingdom,Europe,2012,39000000
United States,Americas,2012,438000000
Uzbekistan,Asia,2012,1160000
Venezuela,Americas,2012,211000
Vietnam,Asia,2012,15000000
Algeria,Africa,2013,158000
Argentina,Americas,2013,1250000
Australia,Asia,2013,43000000
Austria,Europe,2013,3280000
Azerbaijan,Europe,2013,2940
Bangladesh,Asia,2013,964000
Belarus,Europe,2013,860000
Belgium,Europe,2013,3340000
Brazil,Americas,2013,16500000
Bulgaria,Europe,2013,5930000
Canada,Americas,2013,20800000
Chile,Americas,2013,7550000
China,Asia,2013,1970000000
Colombia,Americas,2013,4980000
Czech Republic,Europe,2013,17200000
Denmark,Europe,2013,3240000
Ecuador,Americas,2013,0
Egypt,Africa,2013,386000
Finland,Europe,2013,5000000
France,Europe,2013,11600000
Germany,Europe,2013,82800000
Greece,Europe,2013,6980000
Hungary,Europe,2013,2260000
India,Asia,2013,353000000
Indonesia,Asia,2013,57000000
Iran,Asia,2013,1430000
Ireland,Europe,2013,2050000
Israel,Asia,2013,7370000
Italy,Europe,2013,13500000
Japan,Asia,2013,121000000
Kazakhstan,Asia,2013,36300000
Kuwait,Asia,2013,0
Lithuania,Europe,2013,269000
Malaysia,Asia,2013,15100000
Mexico,Americas,2013,12700000
Netherlands,Europe,2013,8190000
New Zealand,Asia,2013,1530000
Norway,Europe,2013,776000
Pakistan,Asia,2013,3210000
Peru,Americas,2013,880000
Philippines,Asia,2013,10000000
Poland,Europe,2013,53400000
Portugal,Europe,2013,2660000
Qatar,Asia,2013,0
Romania,Europe,2013,5760000
Russia,Europe,2013,90500000
Saudi Arabia,Asia,2013,96000
Singapore,Asia,2013,264000
Slovak Republic,Europe,2013,3450000
South Africa,Africa,2013,88600000
South Korea,Asia,2013,81900000
Spain,Europe,2013,11400000
Sweden,Europe,2013,2220000
Switzerland,Europe,2013,135000
Thailand,Asia,2013,16300000
Trinidad and Tobago,Americas,2013,0
Turkey,Europe,2013,31600000
Turkmenistan,Asia,2013,0
Ukraine,Europe,2013,41600000
United Arab Emirates,Asia,2013,1450000
United Kingdom,Europe,2013,36800000
United States,Americas,2013,455000000
Uzbekistan,Asia,2013,1110000
Venezuela,Americas,2013,210000
Vietnam,Asia,2013,15800000
Algeria,Africa,2014,179000
Argentina,Americas,2014,1490000
Australia,Asia,2014,42600000
Austria,Europe,2014,3000000
Azerbaijan,Europe,2014,1660
Bangladesh,Asia,2014,777000
Belarus,Europe,2014,787000
Belgium,Europe,2014,3330000
Brazil,Americas,2014,17500000
Bulgaria,Europe,2014,6400000
Canada,Americas,2014,19700000
Chile,Americas,2014,7610000
China,Asia,2014,1950000000
Colombia,Americas,2014,5240000
Czech Republic,Europe,2014,16000000
Denmark,Europe,2014,2630000
Ecuador,Americas,2014,0
Egypt,Africa,2014,394000
Finland,Europe,2014,4470000
France,Europe,2014,8640000
Germany,Europe,2014,79600000
Greece,Europe,2014,6690000
Hungary,Europe,2014,2220000
India,Asia,2014,388000000
Indonesia,Asia,2014,45100000
Iran,Asia,2014,1620000
Ireland,Europe,2014,2030000
Israel,Asia,2014,6880000
Italy,Europe,2014,13100000
Japan,Asia,2014,119000000
Kazakhstan,Asia,2014,41000000
Kuwait,Asia,2014,0
Lithuania,Europe,2014,228000
Malaysia,Asia,2014,15400000
Mexico,Americas,2014,12700000
Netherlands,Europe,2014,9050000
New Zealand,Asia,2014,1470000
Norway,Europe,2014,850000
Pakistan,Asia,2014,4730000
Peru,Americas,2014,869000
Philippines,Asia,2014,10600000
Poland,Europe,2014,49400000
Portugal,Europe,2014,2680000
Qatar,Asia,2014,0
Romania,Europe,2014,5750000
Russia,Europe,2014,87600000
Saudi Arabia,Asia,2014,141000
Singapore,Asia,2014,388000
Slovak Republic,Europe,2014,3420000
South Africa,Africa,2014,89800000
South Korea,Asia,2014,84600000
Spain,Europe,2014,11600000
Sweden,Europe,2014,2100000
Switzerland,Europe,2014,141000
Thailand,Asia,2014,17900000
Trinidad and Tobago,Americas,2014,0
Turkey,Europe,2014,36100000
Turkmenistan,Asia,2014,0
Ukraine,Europe,2014,35600000
United Arab Emirates,Asia,2014,1460000
United Kingdom,Europe,2014,29700000
United States,Americas,2014,454000000
Uzbekistan,Asia,2014,1220000
Venezuela,Americas,2014,197000
Vietnam,Asia,2014,18900000
Algeria,Africa,2015,144000
Argentina,Americas,2015,1360000
Australia,Asia,2015,44100000
Austria,Europe,2015,3240000
Azerbaijan,Europe,2015,354
Bangladesh,Asia,2015,693000
Belarus,Europe,2015,666000
Belgium,Europe,2015,3180000
Brazil,Americas,2015,17700000
Bulgaria,Europe,2015,6620000
Canada,Americas,2015,19600000
Chile,Americas,2015,7310000
China,Asia,2015,1910000000
Colombia,Americas,2015,5310000
Czech Republic,Europe,2015,16600000
Denmark,Europe,2015,1730000
Ecuador,Americas,2015,0
Egypt,Africa,2015,412000
Finland,Europe,2015,3790000
France,Europe,2015,8380000
Germany,Europe,2015,78500000
Greece,Europe,2015,5610000
Hungary,Europe,2015,2360000
India,Asia,2015,397000000
Indonesia,Asia,2015,51200000
Iran,Asia,2015,1640000
Ireland,Europe,2015,2190000
Israel,Asia,2015,6750000
Italy,Europe,2015,12300000
Japan,Asia,2015,120000000
Kazakhstan,Asia,2015,35800000
Kuwait,Asia,2015,0
Lithuania,Europe,2015,182000
Malaysia,Asia,2015,16900000
Mexico,Americas,2015,12700000
Netherlands,Europe,2015,11000000
New Zealand,Asia,2015,1440000
Norway,Europe,2015,819000
Pakistan,Asia,2015,4670000
Peru,Americas,2015,810000
Philippines,Asia,2015,11600000
Poland,Europe,2015,48700000
Portugal,Europe,2015,3260000
Qatar,Asia,2015,0
Romania,Europe,2015,5910000
Russia,Europe,2015,92200000
Saudi Arabia,Asia,2015,99500
Singapore,Asia,2015,406000
Slovak Republic,Europe,2015,3280000
South Africa,Africa,2015,83400000
South Korea,Asia,2015,85500000
Spain,Europe,2015,13700000
Sweden,Europe,2015,2120000
Switzerland,Europe,2015,129000
Thailand,Asia,2015,17600000
Trinidad and Tobago,Americas,2015,0
Turkey,Europe,2015,34700000
Turkmenistan,Asia,2015,0
Ukraine,Europe,2015,27300000
United Arab Emirates,Asia,2015,1260000
United Kingdom,Europe,2015,23000000
United States,Americas,2015,392000000
Uzbekistan,Asia,2015,1110000
Venezuela,Americas,2015,201000
Vietnam,Asia,2015,22300000
Algeria,Africa,2016,144000
Argentina,Americas,2016,1060000
Australia,Asia,2016,43800000
Austria,Europe,2016,3180000
Azerbaijan,Europe,2016,355
Bangladesh,Asia,2016,813000
Belarus,Europe,2016,779000
Belgium,Europe,2016,2980000
Brazil,Americas,2016,16500000
Bulgaria,Europe,2016,5740000
Canada,Americas,2016,18700000
Chile,Americas,2016,8230000
China,Asia,2016,1890000000
Colombia,Americas,2016,4580000
Czech Republic,Europe,2016,16900000
Denmark,Europe,2016,2090000
Ecuador,Americas,2016,0
Egypt,Africa,2016,430000
Finland,Europe,2016,4100000
France,Europe,2016,8320000
Germany,Europe,2016,75300000
Greece,Europe,2016,4680000
Hungary,Europe,2016,2280000
India,Asia,2016,412000000
Indonesia,Asia,2016,62700000
Iran,Asia,2016,1710000
Ireland,Europe,2016,2180000
Israel,Asia,2016,5720000
Italy,Europe,2016,10900000
Japan,Asia,2016,120000000
Kazakhstan,Asia,2016,35600000
Kuwait,Asia,2016,0
Lithuania,Europe,2016,192000
Malaysia,Asia,2016,19900000
Mexico,Americas,2016,9810000
Netherlands,Europe,2016,10300000
New Zealand,Asia,2016,1220000
Norway,Europe,2016,821000
Pakistan,Asia,2016,5390000
Peru,Americas,2016,813000
Philippines,Asia,2016,13500000
Poland,Europe,2016,48800000
Portugal,Europe,2016,2880000
Qatar,Asia,2016,0
Romania,Europe,2016,5400000
Russia,Europe,2016,87300000
Saudi Arabia,Asia,2016,99800
Singapore,Asia,2016,381000
Slovak Republic,Europe,2016,3120000
South Africa,Africa,2016,85100000
South Korea,Asia,2016,81600000
Spain,Europe,2016,10400000
Sweden,Europe,2016,2250000
Switzerland,Europe,2016,130000
Thailand,Asia,2016,17700000
Trinidad and Tobago,Americas,2016,0
Turkey,Europe,2016,38400000
Turkmenistan,Asia,2016,0
Ukraine,Europe,2016,31500000
United Arab Emirates,Asia,2016,1270000
United Kingdom,Europe,2016,11000000
United States,Americas,2016,358000000
Uzbekistan,Asia,2016,1000000
Venezuela,Americas,2016,67700
Vietnam,Asia,2016,21300000
